No,Time [frame],xg [px],yg [px],sigma x [px],sigma y [px],Imax [a.u.],Iback [a.u.],a [a.u./px],b[a.u./px],Raw Intensity[au],Average Intensity[au/px^2],Model 1,Model 2,Model 3,Model 4,Model 5,Label
4,13,91.0701,121.525,2.2036,3.10147,253.643,69.5904,1.62458,-6.36044,10791.1,133.485,1,2,3,4,5,0
4,14,92.6778,121.881,2.00739,1.83394,343.695,110.749,-0.652386,-3.86542,7919.9,158.213,1,2,3,4,5,0
4,15,91.8811,123.715,1.60326,2.42891,460.286,119.595,1.70441,0.25369,11108.7,181.899,1,2,3,4,5,0
4,16,90.1711,123.164,1.91177,2.06969,493.77,83.2104,-2.01142,-5.02963,12213.2,153.219,1,2,3,4,5,0
4,17,89.2374,123.118,2.28914,2.49761,270.333,86.6008,-5.64955,-2.376,9476.82,139.385,1,2,3,4,5,0
4,18,86.5911,125.757,2.51702,2.51382,571.75,69.3979,-3.78548,-4.86906,22246.3,206.686,1,2,3,4,5,0
4,19,86.1796,126.058,2.26727,2.46855,708.413,83.9724,-4.78792,-2.91998,24390.8,223.201,1,2,3,4,5,0
4,20,86.7501,126.745,2.37547,2.35049,691.6,72.4943,-5.42257,-2.29353,23733.3,220.994,1,2,3,4,5,0
4,21,86.8444,127.996,2.09295,2.24634,711.533,98.0596,-9.14309,-2.36723,20788.7,226.479,1,2,3,4,5,0
4,22,84.7685,127.653,2.11316,2.39887,548.07,102.837,-4.62182,1.52201,16665.3,200.065,1,2,3,4,5,0
